URL,SIZE,NO. OF OUTLINKS,CONTENT_TYPE
http://www.nbcnews.com/news/us-news/donald-trump-picks-gop-oil-industry-ally-scott-pruitt-lead-n693231,100515,89,text/html; charset=utf-8
http://www.nbcnews.com/business/energy/oil-prices-hit-highest-levels-october-hopes-opec-output-deal-n687091,85563,80,text/html; charset=utf-8
http://www.nbcnews.com/news/mexico/analysis-mexican-gas-price-hike-fear-trump-trigger-protests-n705156,141374,120,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/trump-picks-energy-department-opponent-rick-perry-energy-secretary-sources-n695241,96592,90,text/html; charset=utf-8
http://www.nbcnews.com/business/energy/oil-production-hit-record-high-2017-could-see-huge-glut-n682426,85424,81,text/html; charset=utf-8
http://www.nbcnews.com/business/energy/oil-tops-55-barrel-after-opec-deal-success-n691926,85390,80,text/html; charset=utf-8
http://www.nbcnews.com/video/trump-my-plan-will-make-your-energy-bill-less-expensive-747923523941,323508,140,text/html; charset=utf-8
http://www.nbcnews.com/business/energy/oil-7-percent-market-awaits-details-first-opec-production-cut-n690151,84428,78,text/html; charset=utf-8
http://www.nbcnews.com/storyline/dakota-pipeline-protests/blizzard-sets-pipeline-camp-somber-day-reckoning-n692351,117532,102,text/html; charset=utf-8
http://www.nbcnews.com/video/dicaprio-no-more-allowing-fossil-fuel-companies-to-manipulate-energy-policies-671916611989,323944,140,text/html; charset=utf-8
http://www.nbcnews.com/business/energy/oil-takes-tumble-doubts-rise-over-production-cut-n689456,86815,80,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/oil-gas-industry-ensnarled-spate-oklahoma-earthquakes-n682511,103238,90,text/html; charset=utf-8
http://www.nbcnews.com/video/dear-mr-president-the-dakota-access-pipeline-872035907670,322605,140,text/html; charset=utf-8
http://www.nbcnews.com/business/energy/saudis-say-take-big-hit-oil-output-opec-deal-iran-n690021,93474,83,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/nations-first-offshore-wind-farm-to-debut-808053827597,506715,170,text/html; charset=utf-8
http://www.nbcnews.com/business/energy/wolf-wall-street-leonardo-dicaprio-just-met-trump-green-jobs-n693521,85430,83,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/asian-american-parents-band-together-support-lgbtq-kids-n594476,84498,85,text/html; charset=utf-8
http://www.nbcnews.com/health/kids-health/digital-devices-ok-even-toddlers-doctors-say-n670816,110708,97,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/toys-r-us-pulls-tonka-truck-after-it-apparently-burst-n686441,96477,89,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/cuddling-preemies-kangaroo-style-helps-adulthood-n694971,90945,87,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/stressed-military-families-reject-same-life-their-kids-n694471,113600,100,text/html; charset=utf-8
http://www.nbcnews.com/news/world/italy-s-fertility-day-falls-flat-amid-claims-sexism-racism-n652466,88391,88,text/html; charset=utf-8
http://www.nbcnews.com/health/kids-health/dental-sealants-prevent-cavities-more-kids-need-them-cdc-says-n668266,91097,87,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/same-sex-parents-fight-rights-chile-n655351,93638,85,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/teen-smoking-hits-another-new-low-more-kids-are-vaping-n589271,92470,92,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/florida-woman-hid-miscarriage-adoption-fraud-case-cops-say-n588446,85499,80,text/html; charset=utf-8
http://www.nbcnews.com/pop-culture/lifestyle/parents-who-feed-kids-vegan-diet-may-risk-jail-italy-n627986,81921,84,text/html; charset=utf-8
http://www.nbcnews.com/video/watch-donald-trump-take-the-presidential-oath-of-office-859156035765,323140,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/inauguration-2017/trump-inauguration-brings-asian-american-supporters-critics-d-c-n710161,109271,110,text/html; charset=utf-8
http://www.nbcnews.com/storyline/inauguration-2017/analysis-donald-trump-promises-presidency-no-other-n710016,136732,101,text/html; charset=utf-8
http://www.nbcnews.com/storyline/inauguration-2017/jennifer-holliday-backs-out-trump-inaugural-performance-n706931,88889,81,text/html; charset=utf-8
http://www.nbcnews.com/video/inauguration-motorcade-to-the-capitol-led-by-the-beast-859118147892,323602,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/inauguration-2017/latinos-usher-new-era-it-s-president-trump-n709871,117858,103,text/html; charset=utf-8
http://www.nbcnews.com/storyline/inauguration-2017/inaugural-address-trump-pledges-message-america-first-n709691,153335,110,text/html; charset=utf-8
http://www.nbcnews.com/card/police-217-arrested-after-some-d-c-protests-inauguration-day-n710106,144795,145,text/html; charset=utf-8
http://www.nbcnews.com/storyline/inauguration-2017/give-trump-chance-asian-american-supporters-celebrate-inauguration-gala-n709351,99388,96,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/why-dead-voters-won-t-tip-presidential-election-n668386,133900,98,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/wall-street-says-clinton-solidified-lead-over-trump-n670001,101182,82,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/gop-condemns-trump-not-accepting-election-results-would-be-beyond-n670026,137979,105,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/presidential-debate-trump-accused-stalking-clinton-stage-n663516,120817,108,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/debate-was-short-immigration-badhombres-was-trending-n669741,118175,104,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/trump-breaks-pence-syria-says-they-haven-t-talked-about-n663416,118868,89,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/monday-s-presidential-debate-was-most-watched-ever-n655751,99441,84,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/trump-adviser-giuliani-i-wouldn-t-participate-another-debate-n655251,110789,92,text/html; charset=utf-8
http://www.nbcnews.com/card/trump-said-ice-endorsed-him-last-week-nope-n669876,145986,147,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/howard-dean-donald-trump-coke-user-n655216,98299,83,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/analysis-donald-trump-s-own-words-may-hurt-him-most-n669771,131799,100,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/opinion-black-women-should-be-more-voters-n669041,95557,82,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/trump-won-t-say-he-ll-accept-election-results-i-n669801,111541,96,text/html; charset=utf-8
http://www.nbcnews.com/card/trump-accepting-election-results-i-will-look-it-time-n669651,145215,152,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/analysis-debate-donald-trump-spoke-black-america-no-longer-exists-n655581,115491,92,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/abortion-trump-clinton-let-it-all-hang-out-n669586,129395,97,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/will-immigration-get-its-due-final-clinton-trump-debate-n668976,110281,97,text/html; charset=utf-8
http://www.nbcnews.com/video/put-downs-and-comebacks-the-best-zingers-from-donald-trump-and-hillary-clinton-773783107755,323471,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/wall-taco-food-trucks-line-against-trump-las-vegas-n669056,132535,128,text/html; charset=utf-8
http://www.nbcnews.com/video/trump-taking-in-refugees-789638723527,324832,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/debate-fails-address-diverse-issues-immigration-n669276,116743,97,text/html; charset=utf-8
http://www.nbcnews.com/video/brokaw-if-at-first-you-don-t-succeed-781414979518,323343,140,text/html; charset=utf-8
http://www.nbcnews.com/video/trump-in-1993-it-s-fortunate-i-don-t-have-to-run-for-political-office-782608963829,323425,140,text/html; charset=utf-8
http://www.nbcnews.com/video/trump-admits-using-tax-loophole-of-course-i-do-782443075999,323189,140,text/html; charset=utf-8
http://www.nbcnews.com/card/airplane-passengers-tune-debate-above-clouds-n670056,144576,148,text/html; charset=utf-8
http://www.nbcnews.com/card/trump-promises-accept-election-results-if-i-win-n670166,145800,144,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/donald-trump-resurrects-decade-old-rosie-o-donnell-feud-again-n655306,110239,111,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/trump-planned-debate-stunt-invited-bill-clinton-accusers-rattle-hillary-n663481,114606,94,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/polls-clinton-ahead-florida-pennsylvania-n662076,107377,92,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/clinton-calls-trump-s-economic-plan-trumped-up-trickle-down-773620803651,507681,170,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/who-s-alicia-machado-woman-trump-allegedly-called-miss-piggy-n655116,111136,95,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/6-key-moments-first-presidential-debate-between-trump-clinton-n655121,162808,111,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/31-fact-checks-first-presidential-debate-n655156,113149,107,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/presidential-debate-guide-where-donald-trump-hillary-clinton-stand-issues-n653536,157280,109,text/html; charset=utf-8
http://www.nbcnews.com/video/clinton-putin-would-rather-have-a-puppet-as-president-789590595815,323189,140,text/html; charset=utf-8
http://www.nbcnews.com/video/clinton-says-i-prepared-to-be-president-773654595956,322638,140,text/html; charset=utf-8
http://www.nbcnews.com/video/expats-around-the-world-react-to-presidential-debate-773858883977,322257,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/town-hall-format-brings-different-dynamics-second-debate-n662616,122657,92,text/html; charset=utf-8
http://www.nbcnews.com/slideshow/behind-scenes-first-presidential-debate-n655111,98540,75,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/five-best-moments-obama-romney-s-2012-second-debate-n662121,96198,86,text/html; charset=utf-8
http://www.nbcnews.com/politics/2016-election/donald-trump-s-rigged-election-claims-raise-historical-alarms-n667831,137524,115,text/html; charset=utf-8
http://www.nbcnews.com/card/tv-academy-tells-trump-emmys-are-not-rigged-n670006,144804,148,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/sixteen-fact-checks-second-presidential-debate-n663421,110908,106,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/full-transcript-first-presidential-debate-between-trump-clinton-n655141,262511,80,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/second-presidential-debate-promises-ugliness-after-trump-tapes-n662576,147795,109,text/html; charset=utf-8
http://www.nbcnews.com/card/trump-says-he-didn-t-say-accuser-s-looks-undermined-n669806,146902,148,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/america-shambles-trump-paints-dim-picture-country-debate-n655506,124489,94,text/html; charset=utf-8
http://www.nbcnews.com/storyline/2016-presidential-debates/5-major-takeaways-third-final-presidential-debate-n669831,166424,111,text/html; charset=utf-8
http://www.nbcnews.com/video/trump-i-have-a-winning-temperament-she-does-not-773670467906,322606,140,text/html; charset=utf-8
http://www.nbcnews.com/card/clinton-trump-spar-donald-i-know-you-live-your-own-n654886,143403,149,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/last-true-national-hero-john-glenn-dead-95-n693391,145133,108,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/gene-cernan-last-astronaut-moon-dies-82-n707541,39499,27,text/html; charset=utf-8
http://www.nbcnews.com/nightly-news/video/former-usa-gymnastics-doctor-facing-dozens-of-sexual-abuse-accusations-776901187760?cid=amp_nbcnews,508109,171,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/amp/florida-may-have-second-non-travel-related-case-zika-n614481,42252,24,text/html; charset=utf-8
http://www.nbcnews.com/health/health-news/zika-could-infect-thousands-pregnant-women-puerto-rico-cdc-n594491,92009,90,text/html; charset=utf-8
http://www.nbcnews.com/politics/first-read/amp/first-read-s-morning-clips-trump-fires-acting-ag-n714601,39991,33,text/html; charset=utf-8
http://www.nbcnews.com/politics/white-house/amp/white-house-erosion-trust-led-flynn-dismissal-n720806,38048,25,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/larry-nassar-former-usa-gymnastics-doctor-charged-child-porn-n697231,35229,24,text/html; charset=utf-8
http://www.nbcnews.com/mach/space/amp/apollo-i-tragedy-taught-nasa-some-very-important-lessons-n713106,46501,32,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/michigan-state-defends-handling-larry-nassar-sex-abuse-scandal-n716661,38714,28,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/world-wrestling-legend-real-life-villain-fall-jimmy-superfly-snuka-n584526,98366,94,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/ex-wrestler-jimmy-superfly-snuka-ruled-incompetent-stand-trial-cold-n584341,80369,75,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/controversial-wrestler-jimmy-superfly-snuka-dead-73-n707151,37693,25,text/html; charset=utf-8
http://www.nbcnews.com/video/muslim-student-to-donald-trump-we-re-here-to-stay-820015171792?cid=amp_nbcnews,322886,140,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/amp/can-i-ever-get-pregnant-other-questions-about-zika-virus-n583231,42868,30,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbc-out/gay-men-can-catch-zika-virus-through-sex-too-officials-n556266,105833,97,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/how-bad-zika-babies-study-track-10-000-pregnant-women-n596451,125826,101,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/dr-larry-nassar-accused-abusing-gymnasts-defends-procedures-n652891,86174,83,text/html; charset=utf-8
http://www.nbcnews.com/news/us-news/amp/former-usa-gymnastics-doctor-larry-nassar-hit-child-sex-charges-n686906,38757,25,text/html; charset=utf-8
http://www.nbcnews.com/feature/nbcblk28-2017/amp/nbcblk-meet-brit-bennett-n714791,37851,21,text/html; charset=utf-8
http://www.nbcnews.com/news/asian-america/amp/designers-weigh-political-commentary-ahead-2017-new-york-fashion-week-n718071,48152,36,text/html; charset=utf-8
http://www.nbcnews.com/news/world/south-korean-lawmakers-vote-impeach-president-park-geun-hye-n693901,117323,95,text/html; charset=utf-8
http://www.nbcnews.com/meet-the-press/video/mtp-70-years-in-70-seconds-865307715573,402531,208,text/html; charset=utf-8
http://www.nbcnews.com/politics/first-read/amp/immigration-order-sows-chaos-questions-about-competency-n714086,48581,35,text/html; charset=utf-8
http://www.nbcnews.com/storyline/zika-virus-outbreak/amp/world-health-organization-broadens-zika-sex-guidelines-n643496,41615,25,text/html; charset=utf-8
